index,選挙区名,議員氏名,twitter_id,twitter_name,twitter_follower,twitter_follow,youtube_id,youtube_name,youtube_follower,youtube_video_num,home_page_url,生年月日,性別,任期満了,読み方,会派,当選回数,＜正字＞,,
267,愛知11,八木 哲也,@t_yagi_aichi,八木てつや,210,122,@user-xw2pu4ru7y,八木ちゃんねる,205,49,https://yagi-tetsuya.net/,1947年8月10日,1,,やぎ てつや,自民,4,,,
268,栃木3,簗 和生,,,,,,,,,https://www.yanakazuo.net/,1979年4月22日,1,,やな かずお,自民,4,,,
269,北海道9,山岡 達丸,@tatumaru1979,山岡達丸を応援する会(衆議院北海道9区),1254,498,@user-ow4gz7gw3g,山岡達丸を応援する会,30,20,https://yamaoka-tatsumaru.com/,1979年7月22日,1,,やまおか たつまる,立憲,3,,,
270,東京9,山岸 一生,@isseiyamagishi,山岸一生 【 衆議院議員 立憲民主党 】 東京9区 （練馬区 西部）,18900,5363,,,,,https://yamagishi-issei.jp/,1981年8月28日,1,,やまぎし いっせい,立憲,1,,,
271,神奈川18,山際 大志郎,@yamagiwa001,山際 大志郎,6326,200,@user-mp6lx8fo6m,山際大志郎まっしぐらチャンネル,89,6,https://www.yamagiwa-daishiro.jp/,1968年9月12日,1,,やまぎわ だいしろう,自民,6,,,
272,徳島2,山口 俊一,,,,,,,,,https://www.yamashun.jp/,1950年2月28日,1,,やまぐち しゅんいち,自民,11,,,
273,埼玉10,山口 晋,@yamaguchisusumu,山口すすむ 衆議院議員 自民党埼玉県第10区支部長,1326,112,,,,,https://yamaguchisusumu.jp/,1983年7月28日,1,,やまぐち すすむ,自民,1,,,
274,兵庫12,山口 壯,@244yamaguchi,山口 壯（山口つよし）,2085,22,@TsuyoshiYamaguchiCh,"Tsuyoshi Yamaguchi, member of the House of Representatives",346,65,https://mission21.gr.jp/,1954年10月3日,1,,やまぐち つよし,自民,7,,,
275,岡山2,山下 貴司,@YAMASHITA_OK,山下たかし,8530,296,@user-cq6hs1iq7s,突破力チャンネル【山下たかし】,240,133,https://yamashita-takashi.jp/,1965年9月8日,1,,やました たかし,自民,4,,,
276,兵庫7,山田 賢司,@Ymd_Knj,やまだ賢司,3205,56,@yamadakenji0798,衆議院議員 やまだ賢司チャンネル,532,55,https://www.yamada-kenji.com/,1966年4月20日,1,,やまだ けんじ,自民,4,,,
277,東京1,山田 美樹,@yamada_miki,山田みき,7230,237,@yamadamikiTV,山田みきチャンネル,49,44,https://miki-yamada.com/,1974年3月15日,2,,やまだ みき,自民,4,,,
278,京都6,山井 和則,@yamanoikazunori,やまのい和則,32300,1496,@user-yg1mo2xo7g,やまのい和則チャンネル,479,366,https://yamanoi.net/,1962年1月6日,1,,やまのい かずのり,立憲,8,,,
279,山口4,吉田 真次,@yoshida706,吉田真次,23800,346,@yoshidashinji,吉田真次公式YouTube　真っすぐ次代へ。,1820,19,https://yoshidashinji.jp/,1984年7月6日,1,,よしだ しんじ,自民,1,,,
280,東京8,吉田 はるみ,@YoshidaHarumi,吉田はるみ 🕊 衆議院議員　東京8区　杉並区,16600,5875,@yoshidaharumi,吉田はるみの【はるチャン📺】,877,97,https://yoshidaharumi.com/,1972年1月1日,2,,よしだ はるみ,立憲,1,,,
281,福島5,吉野 正芳,,,,,,,,,http://www.myoshino.com/,1948年8月8日,1,,よしの まさよし,自民,8,,,
282,新潟5,米山 隆一,@RyuichiYoneyama,米山　隆一,106500,550,@yoneyamajimusyo,米チャン | 米山隆一公式YouTubeチャンネル,5610,297,https://yoneyamaryuichi.com/,1967年9月8日,1,,よねやま りゅういち,立憲,1,,,
283,神奈川9,笠 浩史,@hirofumi_ryu,笠ひろふみ（立憲民主党・衆議院議員）,2293,965,,,,,https://ryu-h.net/,1965年1月3日,1,,りゅう ひろふみ,立憲,7,,,
284,長野1,若林 健太,@kenta_1964,若林けんた〈公式〉,1375,491,@wakabayashikenta,若林けんたのまっすぐチャンネル,1300,200,https://wakabayashikenta.com/,1964年1月11日,1,,わかばやし けんた,自民,1,,,
285,神奈川4,早稲田 ゆき,@waseda_yuki,衆議院議員 早稲田ゆき（立憲民主党 ）,6890,267,@user-ls9uu4vf4z,早稲田ゆき国会チャンネル,44,37,https://waseda-yuki.jp/,1958年12月6日,2,,わせだ ゆき,立憲,2,,,
286,北海道5,和田 義明,@ywada_hokkaido5,#和田よしあき（#北海道5区　#自由民主党　#衆議院議員）,3965,346,@user-ee4sb8se9r,和田よしあき,929,116,https://yoshiakiwada.com/,1971年10月10日,1,,わだ よしあき,自民,3,,,
287,宮崎1,渡辺 創,@MWatasou,渡辺創【立憲民主党】衆議院議員（宮崎1区）,2177,519,@user-pw2sq3jd6e,衆議院議員 渡辺創,469,105,https://watasou.org/,1977年10月3日,1,,わたなべ そう,立憲,1,,,
288,千葉6,渡辺 博道,,,,,@user-hf6nq6dx6h,渡辺ひろみち公式チャンネル,58,6,https://www.hiromichi21.com/,1950年8月3日,1,,わたなべ ひろみち,自民,8,,,
